Rank,Release Group,Worldwide,Domestic,%,Foreign,%
196,Hamlet,"$2,046,433","$1,577,287",77.1%,"$469,146",22.9%
197,The Broken Hearts Club: A Romantic Comedy,"$2,019,121","$1,746,585",86.5%,"$272,536",13.5%
198,Cecil B. Demented,"$1,961,544","$1,284,646",65.5%,"$676,898",34.5%
199,The Life and Times of Hank Greenberg,"$1,712,385","$1,712,385",100%,-,-
200,The Girl on the Bridge,"$1,708,839","$1,708,839",100%,-,-
1,Harry Potter and the Sorcerer's Stone,"$974,755,371","$317,575,550",32.6%,"$657,179,821",67.4%
2,The Lord of the Rings: The Fellowship of the Ring,"$868,385,360","$313,364,114",36.1%,"$555,021,246",63.9%
3,"Monsters, Inc.","$528,773,250","$255,873,250",48.4%,"$272,900,000",51.6%
4,Shrek,"$484,409,218","$267,665,011",55.3%,"$216,744,207",44.7%
5,Ocean's Eleven,"$450,717,150","$183,417,150",40.7%,"$267,300,000",59.3%
6,Pearl Harbor,"$449,220,945","$198,542,554",44.2%,"$250,678,391",55.8%
7,The Mummy Returns,"$433,013,274","$202,019,785",46.7%,"$230,993,489",53.3%
8,Jurassic Park III,"$368,780,809","$181,171,875",49.1%,"$187,608,934",50.9%
9,Planet of the Apes,"$362,211,740","$180,011,740",49.7%,"$182,200,000",50.3%
10,Hannibal,"$351,692,268","$165,092,268",46.9%,"$186,600,000",53.1%
11,Rush Hour 2,"$347,325,802","$226,164,286",65.1%,"$121,161,516",34.9%
12,A Beautiful Mind,"$313,542,341","$170,742,341",54.5%,"$142,800,000",45.5%
13,American Pie 2,"$287,553,595","$145,103,595",50.5%,"$142,450,000",49.5%
14,Bridget Jones's Diary,"$281,929,795","$71,543,427",25.4%,"$210,386,368",74.6%
15,Spirited Away,"$274,925,095","$10,055,859",3.7%,"$264,869,236",96.3%
16,Lara Croft: Tomb Raider,"$274,703,340","$131,168,070",47.7%,"$143,535,270",52.3%
17,A.I. Artificial Intelligence,"$235,926,552","$78,616,689",33.3%,"$157,309,863",66.7%
18,The Others,"$209,947,037","$96,522,687",46%,"$113,424,350",54%
19,The Fast and the Furious,"$207,283,925","$144,533,925",69.7%,"$62,750,000",30.3%
20,Vanilla Sky,"$203,388,341","$100,618,344",49.5%,"$102,769,997",50.5%
21,Cats & Dogs,"$200,687,492","$93,385,515",46.5%,"$107,301,977",53.5%
22,Atlantis: The Lost Empire,"$186,053,725","$84,056,472",45.2%,"$101,997,253",54.8%
23,Moulin Rouge!,"$179,213,434","$57,386,607",32%,"$121,826,827",68%
24,Dr. Dolittle 2,"$176,104,344","$112,952,899",64.1%,"$63,151,445",35.9%
25,Amélie,"$173,921,954","$33,225,499",19.1%,"$140,696,455",80.9%
26,Black Hawk Down,"$172,989,651","$108,638,745",62.8%,"$64,350,906",37.2%
27,The Princess Diaries,"$165,335,153","$108,248,956",65.5%,"$57,086,197",34.5%
28,Spy Kids,"$147,934,180","$112,719,001",76.2%,"$35,215,179",23.8%
29,The Mexican,"$147,845,033","$66,845,033",45.2%,"$81,000,000",54.8%
30,Swordfish,"$147,080,413","$69,772,969",47.4%,"$77,307,444",52.6%
31,Spy Game,"$143,049,560","$62,362,560",43.6%,"$80,687,000",56.4%
32,Legally Blonde,"$141,774,679","$96,520,674",68.1%,"$45,254,005",31.9%
33,Scary Movie 2,"$141,220,678","$71,308,997",50.5%,"$69,911,681",49.5%
34,Shallow Hal,"$141,069,860","$70,839,203",50.2%,"$70,230,657",49.8%
35,America's Sweethearts,"$138,307,673","$93,607,673",67.7%,"$44,700,000",32.3%
36,Save the Last Dance,"$131,706,809","$91,057,006",69.1%,"$40,649,803",30.9%
37,A Knight's Tale,"$117,487,473","$56,569,702",48.1%,"$60,917,771",51.9%
38,The Score,"$113,579,918","$71,107,711",62.6%,"$42,472,207",37.4%
39,Along Came a Spider,"$105,178,561","$74,078,174",70.4%,"$31,100,387",29.6%
40,Training Day,"$104,876,233","$76,631,907",73.1%,"$28,244,326",26.9%
41,Jimmy Neutron: Boy Genius,"$102,992,536","$80,936,232",78.6%,"$22,056,304",21.4%
42,Don't Say a Word,"$100,020,092","$55,001,642",55%,"$45,018,450",45%
43,Evolution,"$98,376,292","$38,345,494",39%,"$60,030,798",61%
44,I Am Sam,"$97,818,139","$40,311,852",41.2%,"$57,506,287",58.8%
45,Enemy at the Gates,"$96,976,270","$51,401,758",53%,"$45,574,512",47%
46,The Wedding Planner,"$94,728,529","$60,400,856",63.8%,"$34,327,673",36.2%
47,Behind Enemy Lines,"$91,753,202","$58,856,790",64.1%,"$32,896,412",35.9%
48,Gosford Park,"$87,754,044","$41,308,615",47.1%,"$46,445,429",52.9%
49,Ali,"$87,713,825","$58,203,105",66.4%,"$29,510,720",33.6%
50,Rat Race,"$85,498,534","$56,618,055",66.2%,"$28,880,479",33.8%
51,Final Fantasy: The Spirits Within,"$85,131,830","$32,131,830",37.7%,"$53,000,000",62.3%
52,The Animal,"$84,772,742","$57,743,062",68.1%,"$27,029,680",31.9%
53,Blow,"$83,282,296","$52,990,775",63.6%,"$30,291,521",36.4%
54,Exit Wounds,"$79,958,599","$51,758,599",64.7%,"$28,200,000",35.3%
55,Serendipity,"$77,516,304","$50,294,317",64.9%,"$27,221,987",35.1%
56,Kate & Leopold,"$76,019,048","$47,121,859",62%,"$28,897,189",38%
57,Manitou's Shoe,"$75,482,094",-,-,"$75,482,094",100%
58,From Hell,"$74,558,115","$31,602,566",42.4%,"$42,955,549",57.6%
59,The One,"$72,689,126","$43,905,746",60.4%,"$28,783,380",39.6%
60,The Royal Tenenbaums,"$71,441,250","$52,364,010",73.3%,"$19,077,240",26.7%
61,Down to Earth,"$71,186,502","$64,186,502",90.2%,"$7,000,000",9.8%
62,Brotherhood of the Wolf,"$70,752,904","$11,260,096",15.9%,"$59,492,808",84.1%
63,Thir13en Ghosts,"$68,467,960","$41,867,960",61.1%,"$26,600,000",38.9%
64,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275","$17,052,128",24.9%,"$51,359,147",75.1%
65,Bandits,"$67,631,903","$41,575,141",61.5%,"$26,056,762",38.5%
66,Not Another Teen Movie,"$66,468,332","$38,252,284",57.5%,"$28,216,048",42.5%
67,Sweet November,"$65,754,228","$25,288,103",38.5%,"$40,466,125",61.5%
68,K-PAX,"$65,001,485","$50,338,485",77.4%,"$14,663,000",22.6%
69,Kiss of the Dragon,"$64,437,847","$36,845,124",57.2%,"$27,592,723",42.8%
70,Captain Corelli's Mandolin,"$62,112,895","$25,543,895",41.1%,"$36,569,000",58.9%
71,Zoolander,"$60,780,981","$45,172,250",74.3%,"$15,608,731",25.7%
72,The Crimson Rivers,"$60,094,966","$594,966",1%,"$59,500,000",99%
73,Jeepers Creepers,"$59,217,789","$37,904,175",64%,"$21,313,614",36%
74,Heartbreakers,"$57,756,408","$40,336,607",69.8%,"$17,419,801",30.2%
75,15 Minutes,"$56,359,980","$24,403,552",43.3%,"$31,956,428",56.7%
76,Driven,"$54,744,738","$32,720,065",59.8%,"$22,024,673",40.2%
77,Domestic Disturbance,"$54,249,294","$45,246,095",83.4%,"$9,003,199",16.6%
78,The Closet,"$50,104,745","$6,678,894",13.3%,"$43,425,851",86.7%
79,Monster's Ball,"$44,909,486","$31,273,922",69.6%,"$13,635,564",30.4%
80,Recess: School's Out,"$44,460,850","$36,706,141",82.6%,"$7,754,709",17.4%
81,Hardball,"$44,102,389","$40,222,729",91.2%,"$3,879,660",8.8%
82,In the Bedroom,"$43,368,779","$35,930,604",82.8%,"$7,438,175",17.2%
83,See Spot Run,"$43,057,552","$33,357,476",77.5%,"$9,700,076",22.5%
84,Shaolin Soccer,"$42,776,760","$489,600",1.1%,"$42,287,160",98.9%
85,Black Knight,"$39,976,235","$33,426,971",83.6%,"$6,549,264",16.4%
86,Memento,"$39,723,096","$25,544,867",64.3%,"$14,178,229",35.7%
87,Crocodile Dundee in Los Angeles,"$39,438,674","$25,635,682",65%,"$13,802,992",35%
88,Haunted Castle,"$39,093,166","$13,651,656",34.9%,"$25,441,510",65.1%
89,Someone Like You,"$38,689,940","$27,343,067",70.7%,"$11,346,873",29.3%
90,What's the Worst That Could Happen?,"$38,464,131","$32,269,834",83.9%,"$6,194,297",16.1%
91,The Majestic,"$37,317,558","$27,807,266",74.5%,"$9,510,292",25.5%
92,Valentine,"$36,684,136","$20,384,136",55.6%,"$16,300,000",44.4%
93,Joy Ride,"$36,642,838","$21,974,919",60%,"$14,667,919",40%
94,Riding in Cars with Boys,"$35,743,308","$30,165,536",84.4%,"$5,577,772",15.6%
95,Original Sin,"$35,402,320","$16,534,221",46.7%,"$18,868,099",53.3%
96,Jay and Silent Bob Strike Back,"$33,788,161","$30,085,147",89%,"$3,703,014",11%
97,And Your Mother Too,"$33,616,692","$13,839,658",41.2%,"$19,777,034",58.8%
98,The Musketeer,"$32,533,802","$27,073,640",83.2%,"$5,460,162",16.8%
99,Double Take,"$31,603,059","$29,831,583",94.4%,"$1,771,476",5.6%
100,How High,"$31,283,740","$31,178,740",99.7%,"$105,000",0.3%
101,Beauty and the Beast 2000 IMAX Release,"$31,033,346","$25,487,190",82.1%,"$5,546,156",17.9%
102,Joe Dirt,"$30,987,695","$27,087,695",87.4%,"$3,900,000",12.6%
103,Hearts in Atlantis,"$30,919,415","$24,185,781",78.2%,"$6,733,634",21.8%
104,Monsoon Wedding,"$30,787,356","$13,885,966",45.1%,"$16,901,390",54.9%
105,Angel Eyes,"$29,715,606","$24,174,218",81.4%,"$5,541,388",18.6%
106,The Pledge,"$29,419,291","$19,733,089",67.1%,"$9,686,202",32.9%
107,Baby Boy,"$29,381,649","$28,734,552",97.8%,"$647,097",2.2%
108,Heist,"$28,510,652","$23,510,841",82.5%,"$4,999,811",17.5%
109,The Tailor of Panama,"$28,008,462","$13,729,742",49%,"$14,278,720",51%
110,The Brothers,"$27,958,191","$27,457,409",98.2%,"$500,782",1.8%
111,The Last Castle,"$27,642,707","$18,244,060",66%,"$9,398,647",34%
112,Saving Silverman,"$26,086,706","$19,402,030",74.4%,"$6,684,676",25.6%
113,Corky Romano,"$25,272,752","$23,980,304",94.9%,"$1,292,448",5.1%
114,The Shipping News,"$24,690,441","$11,434,216",46.3%,"$13,256,225",53.7%
115,Joe Somebody,"$24,516,772","$22,771,646",92.9%,"$1,745,126",7.1%
116,Nowhere in Africa,"$24,322,180","$6,180,200",25.4%,"$18,141,980",74.6%
117,Tanguy,"$24,272,365",-,-,"$24,272,365",100%
118,Life as a House,"$23,903,791","$15,667,270",65.5%,"$8,236,521",34.5%
119,The Glass House,"$23,619,609","$18,150,259",76.8%,"$5,469,350",23.2%
120,Tomcats,"$23,430,766","$13,558,739",57.9%,"$9,872,027",42.1%
121,Kingdom Come,"$23,396,049","$23,249,649",99.4%,"$146,400",0.6%
122,Two Can Play That Game,"$22,391,450","$22,235,901",99.3%,"$155,549",0.7%
123,Winged Migration,"$21,493,351","$924,651",4.3%,"$20,568,700",95.7%
124,Amores Perros,"$20,908,467","$5,408,467",25.9%,"$15,500,000",74.1%
125,Mulholland Drive,"$20,117,339","$7,220,243",35.9%,"$12,897,096",64.1%
126,Himalaya 2001 Re-release,"$19,960,881","$2,487,878",12.5%,"$17,473,003",87.5%
127,Crazy/Beautiful,"$19,937,988","$16,937,988",85%,"$3,000,000",15%
128,Get Over It,"$19,900,366","$11,576,464",58.2%,"$8,323,902",41.8%
129,Summer Catch,"$19,772,447","$19,753,553",99.9%,"$18,894",<0.1%
130,Shackleton's Antarctic Adventure,"$19,613,216","$15,553,324",79.3%,"$4,059,892",20.7%
131,Rock Star,"$19,334,145","$17,008,282",88%,"$2,325,863",12%
132,O,"$19,260,537","$16,025,437",83.2%,"$3,235,100",16.8%
133,The Man Who Wasn't There,"$18,916,623","$7,504,257",39.7%,"$11,412,366",60.3%
134,The Curse of the Jade Scorpion,"$18,914,307","$7,517,191",39.7%,"$11,397,116",60.3%
135,3000 Miles to Graceland,"$18,720,175","$15,749,959",84.1%,"$2,970,216",15.9%
136,Max Keeble's Big Move,"$18,634,654","$17,294,293",92.8%,"$1,340,361",7.2%
137,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382",-,-,"$18,623,382",100%
138,Antitrust,"$18,195,610","$11,328,094",62.3%,"$6,867,516",37.7%
139,Jason X,"$16,951,798","$13,121,555",77.4%,"$3,830,243",22.6%
140,Sugar & Spice,"$16,908,947","$13,305,101",78.7%,"$3,603,846",21.3%
141,Just Visiting,"$16,176,732","$4,781,539",29.6%,"$11,395,193",70.4%
142,Iris,"$16,153,953","$5,594,617",34.6%,"$10,559,336",65.4%
143,Lantana,"$15,747,450","$4,623,189",29.4%,"$11,124,261",70.6%
144,Enigma 2001 Re-release,"$15,705,007","$4,301,582",27.4%,"$11,403,425",72.6%
145,With a Friend Like Harry...,"$15,472,186","$3,830,441",24.8%,"$11,641,745",75.2%
146,Brother,"$15,250,594","$450,594",3%,"$14,800,000",97%
147,Josie and the Pussycats,"$14,866,015","$14,271,015",96%,"$595,000",4%
148,Out Cold,"$14,782,676","$13,906,394",94.1%,"$876,282",5.9%
149,Iron Monkey,"$14,694,904","$14,694,904",100%,-,-
150,Together,"$14,572,229","$1,034,829",7.1%,"$13,537,400",92.9%
151,Freddy Got Fingered,"$14,333,252","$14,254,993",99.5%,"$78,259",0.5%
152,Osmosis Jones,"$14,026,418","$13,596,911",96.9%,"$429,507",3.1%
153,Ghosts of Mars,"$14,010,832","$8,709,640",62.2%,"$5,301,192",37.8%
154,American Outlaws,"$13,678,913","$13,342,790",97.5%,"$336,123",2.5%
155,One Night at McCool's,"$13,473,370","$6,290,673",46.7%,"$7,182,697",53.3%
156,Vidocq,"$13,240,767",-,-,"$13,240,767",100%
157,Head Over Heels,"$13,127,022","$10,424,470",79.4%,"$2,702,552",20.6%
158,Formula 51,"$12,881,605","$5,204,007",40.4%,"$7,677,598",59.6%
159,The Girl from Paris,"$12,812,396","$183,266",1.4%,"$12,629,130",98.6%
160,Apocalypse Now Redux,"$12,543,269","$4,626,290",36.9%,"$7,916,979",63.1%
161,Say It Isn't So,"$12,320,393","$5,520,393",44.8%,"$6,800,000",55.2%
162,The Son's Room,"$11,767,402","$1,016,340",8.6%,"$10,751,062",91.4%
163,Les rois mages,"$11,702,020",-,-,"$11,702,020",100%
164,The Experiment,"$11,455,141",-,-,"$11,455,141",100%
165,Kabhi Khushi Kabhie Gham...,"$11,329,690","$2,902,000",25.6%,"$8,427,690",74.4%
166,The Little Polar Bear,"$11,243,547",-,-,"$11,243,547",100%
167,Inuyasha the Movie: Affections Touching Across Time,"$10,539,779",-,-,"$10,539,779",100%
168,Town & Country,"$10,372,291","$6,719,973",64.8%,"$3,652,318",35.2%
169,Wasabi,"$10,366,360","$97,220",0.9%,"$10,269,140",99.1%
170,The Wash,"$10,229,331","$10,097,538",98.7%,"$131,793",1.3%
171,Sexy Beast,"$10,045,677","$6,946,056",69.1%,"$3,099,621",30.9%
172,Girls on Top,"$10,038,662",-,-,"$10,038,662",100%
173,The Deep End,"$10,031,529","$8,823,109",88%,"$1,208,420",12%
174,Mad Love,"$9,306,362","$280,046",3%,"$9,026,316",97%
175,Kandahar,"$8,914,751","$1,418,314",15.9%,"$7,496,437",84.1%
176,Son of the Bride,"$8,772,695","$624,757",7.1%,"$8,147,938",92.9%
177,Ghost World,"$8,764,007","$6,217,849",70.9%,"$2,546,158",29.1%
178,The Forsaken,"$8,704,851","$7,288,451",83.7%,"$1,416,400",16.3%
179,Tini: The New Life of Violetta,"$8,678,476",-,-,"$8,678,476",100%
180,The Prince and the Pirate,"$8,579,972",-,-,"$8,579,972",100%
181,Bones,"$8,378,853","$7,316,658",87.3%,"$1,062,195",12.7%
182,Merry Christmas,"$8,228,560",-,-,"$8,228,560",100%
183,The Hole,"$7,644,361",-,-,"$7,644,361",100%
184,Sex and Lucía,"$7,640,680","$1,594,779",20.9%,"$6,045,901",79.1%
185,Monkeybone,"$7,622,365","$5,411,999",71%,"$2,210,366",29%
186,Mean Machine,"$7,310,206","$92,770",1.3%,"$7,217,436",98.7%
187,The Slurb,"$6,854,681",-,-,"$6,854,681",100%
188,China: The Panda Adventure,"$6,784,985","$3,921,642",57.8%,"$2,863,343",42.2%
189,The Road Home,"$6,780,490","$1,280,490",18.9%,"$5,500,000",81.1%
190,The Piano Teacher,"$6,749,315","$1,012,069",15%,"$5,737,246",85%
191,Under the Sand,"$6,531,687","$1,452,698",22.2%,"$5,078,989",77.8%
192,The Devil's Backbone,"$6,459,020","$755,249",11.7%,"$5,703,771",88.3%
193,Megiddo: The Omega Code 2,"$6,047,691","$6,047,691",100%,-,-
194,Chaos,"$6,042,938",-,-,"$6,042,938",100%
195,Tom Thumb,"$5,867,304",-,-,"$5,867,304",100%
196,The Golden Bowl,"$5,753,678","$3,050,532",53%,"$2,703,146",47%
197,A Fish Tale,"$5,595,327","$563,911",10.1%,"$5,031,416",89.9%
198,Made,"$5,480,653","$5,313,300",96.9%,"$167,353",3.1%
199,Read My Lips,"$5,393,526","$1,471,911",27.3%,"$3,921,615",72.7%
200,Charlotte Gray,"$5,323,109","$741,394",13.9%,"$4,581,715",86.1%
1,The Lord of the Rings: The Two Towers,"$936,689,735","$339,789,881",36.3%,"$596,899,854",63.7%
2,Harry Potter and the Chamber of Secrets,"$878,979,634","$261,988,482",29.8%,"$616,991,152",70.2%
3,Spider-Man,"$821,708,551","$403,706,375",49.1%,"$418,002,176",50.9%
4,Star Wars: Episode II - Attack of the Clones,"$645,256,452","$302,191,252",46.8%,"$343,065,200",53.2%
5,Men in Black II,"$441,818,803","$190,418,803",43.1%,"$251,400,000",56.9%
6,Die Another Day,"$431,971,116","$160,942,139",37.3%,"$271,028,977",62.7%
7,Signs,"$408,247,917","$227,966,634",55.8%,"$180,281,283",44.2%
8,Ice Age,"$383,257,136","$176,387,405",46%,"$206,869,731",54%
9,My Big Fat Greek Wedding,"$368,744,044","$241,438,208",65.5%,"$127,305,836",34.5%
10,Minority Report,"$358,372,926","$132,072,926",36.9%,"$226,300,000",63.1%
11,Catch Me If You Can,"$352,114,312","$164,615,351",46.8%,"$187,498,961",53.2%
12,Chicago,"$306,776,732","$170,687,518",55.6%,"$136,089,214",44.4%
13,Austin Powers in Goldmember,"$296,938,801","$213,307,889",71.8%,"$83,630,912",28.2%
14,xXx,"$277,448,382","$142,109,382",51.2%,"$135,339,000",48.8%
15,Scooby-Doo,"$275,650,703","$153,294,164",55.6%,"$122,356,539",44.4%
16,Lilo & Stitch,"$273,144,151","$145,794,338",53.4%,"$127,349,813",46.6%
17,The Ring,"$249,348,933","$129,128,133",51.8%,"$120,220,800",48.2%
18,8 Mile,"$242,875,078","$116,750,901",48.1%,"$126,124,177",51.9%
19,The Bourne Identity,"$214,034,224","$121,661,683",56.8%,"$92,372,541",43.2%
20,Red Dragon,"$209,196,298","$93,149,898",44.5%,"$116,046,400",55.5%
21,Two Weeks Notice,"$199,043,242","$93,354,851",46.9%,"$105,688,391",53.1%
22,Panic Room,"$196,397,415","$96,397,334",49.1%,"$100,000,081",50.9%
23,The Sum of All Fears,"$193,921,372","$118,907,036",61.3%,"$75,014,336",38.7%
24,Gangs of New York,"$193,772,504","$77,812,000",40.2%,"$115,960,504",59.8%
25,Road to Perdition,"$181,001,478","$104,454,762",57.7%,"$76,546,716",42.3%
26,Sweet Home Alabama,"$180,622,424","$127,223,418",70.4%,"$53,399,006",29.6%
27,The Scorpion King,"$178,799,308","$91,047,077",50.9%,"$87,752,231",49.1%
28,Hero,"$177,395,557","$53,710,019",30.3%,"$123,685,538",69.7%
29,The Santa Clause 2,"$172,855,065","$139,236,327",80.6%,"$33,618,738",19.4%
30,Mr. Deeds,"$171,269,535","$126,293,452",73.7%,"$44,976,083",26.3%
31,Stuart Little 2,"$169,956,806","$64,956,806",38.2%,"$105,000,000",61.8%
32,Blade II,"$155,010,032","$82,348,319",53.1%,"$72,661,713",46.9%
33,Maid in Manhattan,"$154,906,693","$94,011,225",60.7%,"$60,895,468",39.3%
34,About a Boy,"$130,549,455","$41,385,278",31.7%,"$89,164,177",68.3%
35,Space Station 3D,"$128,363,881","$93,383,953",72.7%,"$34,979,928",27.3%
36,The Time Machine,"$123,729,176","$56,832,494",45.9%,"$66,896,682",54.1%
37,Spirit: Stallion of the Cimarron,"$122,563,539","$73,280,117",59.8%,"$49,283,422",40.2%
38,The Pianist,"$120,072,577","$32,572,577",27.1%,"$87,500,000",72.9%
39,Spy Kids 2: Island of Lost Dreams,"$119,723,358","$85,846,429",71.7%,"$33,876,929",28.3%
40,Unfaithful,"$119,137,784","$52,775,765",44.3%,"$66,362,019",55.7%
41,Snow Dogs,"$115,035,090","$81,172,560",70.6%,"$33,862,530",29.4%
42,We Were Soldiers,"$114,660,784","$78,122,718",68.1%,"$36,538,066",31.9%
43,Insomnia,"$113,714,830","$67,355,513",59.2%,"$46,359,317",40.8%
44,Return to Never Land,"$109,862,682","$48,430,258",44.1%,"$61,432,424",55.9%
45,Treasure Planet,"$109,578,115","$38,176,783",34.8%,"$71,401,332",65.2%
46,The Hours,"$108,846,072","$41,675,994",38.3%,"$67,170,078",61.7%
47,Asterix & Obelix: Mission Cleopatra,"$108,012,365",-,-,"$108,012,365",100%
48,About Schmidt,"$105,834,556","$65,016,287",61.4%,"$40,818,269",38.6%
49,The Tuxedo,"$104,391,623","$50,547,998",48.4%,"$53,843,625",51.6%
50,Resident Evil,"$102,984,862","$40,119,709",39%,"$62,865,153",61%
51,John Q,"$102,244,770","$71,756,802",70.2%,"$30,487,968",29.8%
52,40 Days and 40 Nights,"$95,146,283","$37,950,822",39.9%,"$57,195,461",60.1%
53,Changing Lanes,"$94,935,764","$66,818,548",70.4%,"$28,117,216",29.6%
54,28 Days Later,"$82,719,885","$45,064,915",54.5%,"$37,654,970",45.5%
55,Reign of Fire,"$82,150,183","$43,061,982",52.4%,"$39,088,201",47.6%
56,The Rookie,"$80,693,537","$75,600,072",93.7%,"$5,093,465",6.3%
57,Jackass: The Movie,"$79,493,831","$64,255,312",80.8%,"$15,238,519",19.2%
58,Collateral Damage,"$78,382,433","$40,077,257",51.1%,"$38,305,176",48.9%
59,Showtime,"$77,741,732","$38,082,712",49%,"$39,659,020",51%
60,Windtalkers,"$77,628,265","$40,914,068",52.7%,"$36,714,197",47.3%
61,Barbershop,"$77,063,924","$75,782,105",98.3%,"$1,281,819",1.7%
62,Bend It Like Beckham,"$76,583,333","$32,543,449",42.5%,"$44,039,884",57.5%
63,The Count of Monte Cristo,"$75,395,048","$54,234,062",71.9%,"$21,160,986",28.1%
64,Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240","$69,599,016",94.3%,"$4,240,224",5.7%
65,E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751","$35,306,015",51%,"$33,871,736",49%
66,The Sweetest Thing,"$68,696,770","$24,718,164",36%,"$43,978,606",64%
67,Ghost Ship,"$68,349,884","$30,113,491",44.1%,"$38,236,393",55.9%
68,Star Trek: Nemesis,"$67,336,470","$43,254,409",64.2%,"$24,082,061",35.8%
69,Bad Company,"$65,977,295","$30,160,161",45.7%,"$35,817,134",54.3%
70,K-19: The Widowmaker,"$65,716,126","$35,168,966",53.5%,"$30,547,160",46.5%
71,High Crimes,"$63,781,810","$41,543,917",65.1%,"$22,237,893",34.9%
72,Like Mike,"$62,274,780","$51,432,760",82.6%,"$10,842,020",17.4%
73,Crossroads,"$61,141,030","$37,191,304",60.8%,"$23,949,726",39.2%
74,The Wild Thornberrys,"$60,694,737","$40,108,697",66.1%,"$20,586,040",33.9%
75,Bowling for Columbine,"$58,008,423","$21,576,018",37.2%,"$36,432,405",62.8%
76,Drumline,"$57,588,485","$56,399,184",97.9%,"$1,189,301",2.1%
77,Murder by Numbers,"$56,714,147","$31,945,749",56.3%,"$24,768,398",43.7%
78,Frida,"$56,298,474","$25,885,000",46%,"$30,413,474",54%
79,The Mothman Prophecies,"$55,157,539","$35,746,370",64.8%,"$19,411,169",35.2%
80,Analyze That,"$55,003,135","$32,130,627",58.4%,"$22,872,508",41.6%
81,The Hot Chick,"$54,639,553","$35,081,594",64.2%,"$19,557,959",35.8%
82,The Cat Returns,"$53,452,652",-,-,"$53,452,652",100%
83,Big Fat Liar,"$52,970,014","$48,360,547",91.3%,"$4,609,467",8.7%
84,Dragonfly,"$52,323,400","$30,323,400",58%,"$22,000,000",42%
85,One Hour Photo,"$52,223,306","$31,597,131",60.5%,"$20,626,175",39.5%
86,Blue Crush,"$51,843,679","$40,390,647",77.9%,"$11,453,032",22.1%
87,Enough,"$51,806,184","$40,007,742",77.2%,"$11,798,442",22.8%
88,I Spy,"$51,386,477","$33,561,137",65.3%,"$17,825,340",34.7%
89,Talk to Her 2002 Re-release,"$51,001,550","$9,285,469",18.2%,"$41,716,081",81.8%
90,A Walk to Remember,"$47,494,916","$41,281,092",86.9%,"$6,213,824",13.1%
91,Eight Legged Freaks,"$45,867,333","$17,322,606",37.8%,"$28,544,727",62.2%
92,Queen of the Damned,"$45,479,110","$30,336,800",66.7%,"$15,142,310",33.3%
93,The Transporter,"$43,928,932","$25,296,447",57.6%,"$18,632,485",42.4%
